"Observed Property ID","Observed Property Descritpion","CAS Number","Unit Group","Default Unit","Supports Unit Conversion","EMS Code","Analysis Type","Result Type","Method ID","Method Name","Method Description","Method Source"
"Pentachloroanisole (mass conc.)","Pesticides; EMS code: P021","1825-21-4","MassPerMass","mg/kg",TRUE,"P021","CHEMICAL","NUMERIC","FS11","Acetone extr:Hexane:Diazometh.Methyl'n:HRGC/Electron Capture","Sediment and homogenized biota samples to be analysed for Chlorinated Phenols are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, methylated, then cleaned up and analysed in the manner outlined for effluent samples.  Sediment and homogenized biota samples to be analysed for Chlorinated Anisoles are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, then cleaned up and analysed in the manner outlined for effluent samples.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration"
"2;3;4;6-Tetrachlorophenol (mass conc.)","Organics; EMS code: T037","58-90-2","MassPerMass","mg/kg",TRUE,"T037","CHEMICAL","NUMERIC","FS11","Acetone extr:Hexane:Diazometh.Methyl'n:HRGC/Electron Capture","Sediment and homogenized biota samples to be analysed for Chlorinated Phenols are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, methylated, then cleaned up and analysed in the manner outlined for effluent samples.  Sediment and homogenized biota samples to be analysed for Chlorinated Anisoles are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, then cleaned up and analysed in the manner outlined for effluent samples.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration"
"2;3;4;6/2;3;5;6-Tetrachloroanisole (mass conc.)","Organics; EMS code: T091","938-22-7; 6936-40-9","MassPerMass","mg/kg",TRUE,"T091","CHEMICAL","NUMERIC","FS11","Acetone extr:Hexane:Diazometh.Methyl'n:HRGC/Electron Capture","Sediment and homogenized biota samples to be analysed for Chlorinated Phenols are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, methylated, then cleaned up and analysed in the manner outlined for effluent samples.  Sediment and homogenized biota samples to be analysed for Chlorinated Anisoles are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, then cleaned up and analysed in the manner outlined for effluent samples.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration"
"2;3;4;5-Tetrachlorophenol (mass conc.)","Organics; EMS code: T036","4901-51-3","MassPerMass","mg/kg",TRUE,"T036","CHEMICAL","NUMERIC","FS11","Acetone extr:Hexane:Diazometh.Methyl'n:HRGC/Electron Capture","Sediment and homogenized biota samples to be analysed for Chlorinated Phenols are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, methylated, then cleaned up and analysed in the manner outlined for effluent samples.  Sediment and homogenized biota samples to be analysed for Chlorinated Anisoles are Acetone extracted using a wrist-action shaker, partitioned with 2% NaCl and Hexane, then cleaned up and analysed in the manner outlined for effluent samples.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration"
"Cyanide S.A.D. (wet) (mass conc.)","Inorganics; EMS code: 0105","1957-12-05","MassPerMass","µg/g",TRUE,"0105","CHEMICAL","NUMERIC","FS14","Tetracyanonickelatate:UV Spec.","For weak acid dissociable cyanide, CN(WAD), the solid sample is added to type one water and is refluxed for 1 hour in the presence of Zinc acetate and sodium acetate.  The HCN is liberated from this slightly acidified (pH 4.5 - 6.0) sample.  The acetate buffer used contains Zinc salts to precipitate iron cyanide as a further assurance of the selectivity of the method.  For strong acid dissociable cyanide, CN(SAD), the solid sample is added to Type 1 water and is refluxed for 1 hour in the presence of sulphuric acid and magnesium chloride.  For both CN(WAD) and CN(SAD) the HCN generated reacts instantaneously with nickel ions in an ammoniacal solution to form the ionic tetracyanonickelate (II) anion complex, Ni (CN)4-2, which has a characteristic ultra-violet spectrum, and is measured at 267 and 284 nm.","EMS Migration"
"Cyanide WAD (wet) (mass conc.)","Inorganics; EMS code: 0157","1957-12-05","MassPerMass","µg/g",TRUE,"0157","CHEMICAL","NUMERIC","FS14","Tetracyanonickelatate:UV Spec.","For weak acid dissociable cyanide, CN(WAD), the solid sample is added to type one water and is refluxed for 1 hour in the presence of Zinc acetate and sodium acetate.  The HCN is liberated from this slightly acidified (pH 4.5 - 6.0) sample.  The acetate buffer used contains Zinc salts to precipitate iron cyanide as a further assurance of the selectivity of the method.  For strong acid dissociable cyanide, CN(SAD), the solid sample is added to Type 1 water and is refluxed for 1 hour in the presence of sulphuric acid and magnesium chloride.  For both CN(WAD) and CN(SAD) the HCN generated reacts instantaneously with nickel ions in an ammoniacal solution to form the ionic tetracyanonickelate (II) anion complex, Ni (CN)4-2, which has a characteristic ultra-violet spectrum, and is measured at 267 and 284 nm.","EMS Migration"
"MCPA (mass conc.)","Pesticides; EMS code: M010","94-74-6","MassPerMass","mg/kg",TRUE,"M010","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
"2;4;5-T (mass conc.)","Pesticides; EMS code: T064","93-76-5","MassPerMass","mg/kg",TRUE,"T064","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
"Dicamba (mass conc.)","Pesticides; EMS code: D032","1918-00-9","MassPerMass","mg/kg",TRUE,"D032","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
"Bromoxynil (mass conc.)","Pesticides; EMS code: B009","1689-84-5","MassPerMass","mg/kg",TRUE,"B009","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
"Trichlorpyr (mass conc.)","Pesticides; EMS code: T031","55335-06-3","MassPerMass","mg/kg",TRUE,"T031","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
"Pentachlorophenol (mass conc.)","Pesticides; EMS code: P022","87-86-5","MassPerMass","mg/kg",TRUE,"P022","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
"Dichlorprop (mass conc.)","Pesticides; EMS code: D045","120-36-5","MassPerMass","mg/kg",TRUE,"D045","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
"Picloram (mass conc.)","Pesticides; EMS code: PICL","1918-02-01","MassPerMass","mg/kg",TRUE,"PICL","CHEMICAL","NUMERIC","FS15","DCM/MEOH acid extr'n:DCM:methn:Florisil:HRGC-EC","Sediment samples are shaken with a mixture of Dichloromethane, Methanol and Sulphuric Acid, filtered, then extracted with Dichloromethane.  After concentration, the extract is methylated using ethereal Diazomethane.  Extracts are cleaned up as required using Florisil.  The extracts are analysed for Acid Extractable Herbicides using High Resolution Gas Chromatography with Electron Capture detection.  Positive results may be verified by use of a secondary confirmation GC column.","EMS Migration"
